title,price,location,bedrooms,bathrooms,surface_total,surface_useful,url,description
Santa Maria / Condominio Polo Golf,25000.0,"Santa Maria / Condominio Polo Golf, Santa María De Manquehue, Vitacura",3.0,4.0,,233.0,https://portalinmobiliario.com/MLC-3108115256-santa-maria-condominio-polo-golf-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
Fino Departamento A Pasos De Alonso De Córdova,35400.0,"Av. Pdte. Kennedy 3300 - 3600, Vitacura, Parque Bicentenario, Vitacura",6.0,6.0,,500.0,https://portalinmobiliario.com/MLC-2911233710-fino-departamento-a-pasos-de-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
Hermoso Departamento Remodelado 3d+2b / Vitacura,9990.0,"Tupungato 10051, Vitacura, Tabancura, Vitacura",3.0,2.0,,106.0,https://portalinmobiliario.com/MLC-3176489306-hermoso-departamento-remodelado-3d2b-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
"Preciosa Vista Despejada, En Condominio Cerrado.",12500.0,"Camino El Parque 100, Vitacura, Chile, Tabancura, Vitacura",3.0,2.0,,100.0,https://portalinmobiliario.com/MLC-1629512937-preciosa-vista-despejada-en-condominio-cerrado-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
"Departamento Aurelio Gonzalez, Frente Plaza Del Hoyo",23000.0,"Aurelio González 3690, 7630411 Santiago, Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura",4.0,4.0,,178.0,https://portalinmobiliario.com/MLC-1680919935-departamento-aurelio-gonzalez-frente-plaza-del-hoyo-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
Exclusivo Proyecto - Sin Comisión - Entrega Julio 2025,60196.0,"Francisco De Riveros/ Américo Vespucio, Borde Río - Casa Piedra, Vitacura",5.0,6.0,,249.0,https://portalinmobiliario.com/MLC-3121757406-exclusivo-proyecto-sin-comision-entrega-julio-2025-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
Exclusivo Proyecto - Sin Comisión - Entrega Julio 2025,17016.0,"Exclusivo Proyecto - SIN COMISIÓN - Francisco De Riveros - Entrega Segundo Semestre 2025., Borde Río - Casa Piedra, Vitacura",3.0,2.0,,95.0,https://portalinmobiliario.com/MLC-3121848262-exclusivo-proyecto-sin-comision-entrega-julio-2025-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
Departamento Remodelado Nuevo - Vitacura - Dueño Directo,9850.0,"Av. Padre Hurtado Nte 781, 7650382 Vitacura, Las Condes, Región Metropolitana, Chile, Vitacura",2.0,2.0,,85.0,https://portalinmobiliario.com/MLC-1715127565-departamento-remodelado-nuevo-vitacura-dueno-directo-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=a920f06a-9f19-451e-bf09-2d14b4c918dc,
"Luminoso Y Amplio Departamento Muy Bien Ubicado, Vitacura",23800.0,"El Clonqui, Vitacura, Parque Bicentenario, Vitacura",3.0,3.0,,337.0,https://portalinmobiliario.com/MLC-1695564081-luminoso-y-amplio-departamento-muy-bien-ubicado-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Con Jardin Privado En Vitacura , Nuevo Sin Comision, 3d+3b",15971.0,"El Nogal 1750, Vitacura, Estadio Croata, Vitacura",3.0,3.0,,122.0,https://portalinmobiliario.com/MLC-1629177545-con-jardin-privado-en-vitacura-nuevo-sin-comision-3d3b-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Venta Departamento En Vitacura  Vista Panorámica Cordillera,14500.0,"San Francisco De Asis 220, Tabancura, Vitacura",4.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1708391847-venta-departamento-en-vitacura-vista-panoramica-cordillera-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento Aurelio Gonzalez Frente Plaza Del Hoyo,22000.0,"Aurelio González, Vitacura, Chile, Parque Bicentenario, Vitacura",3.0,3.0,,195.0,https://portalinmobiliario.com/MLC-1709425835-departamento-aurelio-gonzalez-frente-plaza-del-hoyo-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Segurisimo / Equipado Condominio; Dep.4 Dorm.4 Baños,2 Estac",12500.0,"Lo Curro / Estoril / La Aurora MLA, Lo Curro, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-2910037710-segurisimo-equipado-condominio-dep4-dorm4-banos2-estac-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Depto Venta Vitacura Amplio Vista Despejada A Cancha Golf Dn,17900.0,"Kennedy Vista Club De Golf - DN, Parque Bicentenario, Vitacura",5.0,3.0,,240.0,https://portalinmobiliario.com/MLC-2911608312-depto-venta-vitacura-amplio-vista-despejada-a-cancha-golf-dn-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 3 Dorm. En Vitacura Dn,11000.0,"El Arcangel / Laterla Kennedy Altura Parque Arauco, Pío XI, Vitacura",3.0,2.0,,114.0,https://portalinmobiliario.com/MLC-2911662844-departamento-en-venta-de-3-dorm-en-vitacura-dn-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Muy Amplio, Luminoso, Excelentes Recibos Piso Mármol Aa",16500.0,"Navidad/Las Nieves, Parque Bicentenario, Vitacura",4.0,4.0,,220.0,https://portalinmobiliario.com/MLC-3044157168-muy-amplio-luminoso-excelentes-recibos-piso-marmol-aa-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Sector Nueva Costanera / A. Córdoba,13500.0,"Pedro De Villagra 2900, 7630393 Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura",3.0,2.0,,140.0,https://portalinmobiliario.com/MLC-1726926793-departamento-en-sector-nueva-costanera-a-cordoba-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento Remodelado Y Semiamoblado En Barrio Tranquilo,10800.0,"Andrés De Vera, Vitacura, Pío XI, Vitacura",2.0,2.0,,81.0,https://portalinmobiliario.com/MLC-3249625056-departamento-remodelado-y-semiamoblado-en-barrio-tranquilo-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Amplio Con Grandes Terrazas, Colegio Manquehue",14600.0,"Partenón ,, Estadio Croata, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1671291219-amplio-con-grandes-terrazas-colegio-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta En Vitacura,23900.0,"Agustín Del Castillo CON JARDIN, Parque Bicentenario, Vitacura",4.0,3.0,,210.0,https://portalinmobiliario.com/MLC-3249368804-departamento-en-venta-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Vive En Santiago: 3d/3b Con Terraza Y Jardín,13490.0,"Pedro Canisio, 900 - 1200, Pío XI, Vitacura",3.0,3.0,,177.0,https://portalinmobiliario.com/MLC-1715390363-vive-en-santiago-3d3b-con-terraza-y-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Santa María De Manquehue,32490.0,"SANTA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,287.0,https://portalinmobiliario.com/MLC-1658616213-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Condominio Polo Golf/ Santa Maria Manquehue,26500.0,"CONDOMINIO POLO GOLF/ SANTA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,233.0,https://portalinmobiliario.com/MLC-1710193429-condominio-polo-golf-santa-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Espoz Nuevo,23889.0,"ESPOZ NUEVO, Parque Bicentenario, Vitacura",2.0,4.0,,149.0,https://portalinmobiliario.com/MLC-1658615559-espoz-nuevo-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 4 Dorm. En Vitacura,28500.0,"Via Aurora, Lo Curro, Vitacura",4.0,3.0,,300.0,https://portalinmobiliario.com/MLC-3249627006-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Santa Maria De Manquehue,21900.0,"SANTA MARIA DE MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,207.0,https://portalinmobiliario.com/MLC-1642683253-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Luis Pasteur / Primer Piso,27000.0,"SANTA MARIA DE MANQUEHUE PLANO  / PRIMER PISO, Santa María De Manquehue, Vitacura",3.0,3.0,,232.0,https://portalinmobiliario.com/MLC-1666183437-luis-pasteur-primer-piso-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Santa María Manquehue/ 1er Piso Jardín,18000.0,"SANTA MARÍA MANQUEHUE/ 1ER PISO JARDÍN, Santa María De Manquehue, Vitacura",3.0,4.0,,180.0,https://portalinmobiliario.com/MLC-1658773851-santa-maria-manquehue-1er-piso-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Excelente Oportunidad/ Departamento Sta María Manquehue,13000.0,"EXCELENTE OPORTUNIDAD/ DEPARTAMENTO STA MARÍA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,3.0,,122.0,https://portalinmobiliario.com/MLC-1658616143-excelente-oportunidad-departamento-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Espectacular Departamento Duplex Candelaria / Espoz,15500.0,"ESPECTACULAR DEPARTAMENTO DUPLEX CANDELARIA / ESPOZ, Parque Bicentenario, Vitacura",1.0,2.0,,91.0,https://portalinmobiliario.com/MLC-1648478403-espectacular-departamento-duplex-candelaria-espoz-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 2 Dorm. En Vitacura,11500.0,"Kennedy/Alto Las Condes, La Llavería, Vitacura",2.0,2.0,,104.0,https://portalinmobiliario.com/MLC-3249381916-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento Muy Luminoso Y Linda Vista / Bicentenario,16800.0,"DEPARTAMENTO MUY LUMINOSO Y LINDA VISTA / BICENTENARIO, Parque Bicentenario, Vitacura",2.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1666209395-departamento-muy-luminoso-y-linda-vista-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Amplio Departamento, Vista Despejada",14500.0,"AMPLIO DEPARTAMENTO, VISTA DESPEJADA, Jardín Del Este, Vitacura",4.0,3.0,,233.0,https://portalinmobiliario.com/MLC-1658524815-amplio-departamento-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Museo Ralli,19600.0,"MUSEO RALLI, Parque Bicentenario, Vitacura",3.0,3.0,,183.0,https://portalinmobiliario.com/MLC-1641538335-museo-ralli-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Penthouse Vista Club De Polo,26800.0,"PENTHOUSE VISTA CLUB DE POLO, Borde Río - Casa Piedra, Vitacura",2.0,3.0,,280.0,https://portalinmobiliario.com/MLC-1709329763-penthouse-vista-club-de-polo-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Exclusivo Condominio/ Santa Maria Manquehue,24000.0,"DEPARTAMENTO EN EXCLUSIVO CONDOMINIO/ SANTA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,3.0,,240.0,https://portalinmobiliario.com/MLC-1641549889-departamento-en-exclusivo-condominio-santa-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Jardín Del Este/vista Despejada,22200.0,"JARDÍN DEL ESTE/VISTA DESPEJADA, Jardín Del Este, Vitacura",4.0,3.0,,300.0,https://portalinmobiliario.com/MLC-1626064819-jardin-del-estevista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Sport Francés,14200.0,"SPORT FRANCES, Estadio Croata, Vitacura",3.0,3.0,,126.0,https://portalinmobiliario.com/MLC-1632817439-sport-frances-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Proyecto Terraza Costanera/ Departamento,55000.0,"PROYECTO TERRAZA COSTANERA/ DEPARTAMENTO, Parque Bicentenario, Vitacura",3.0,2.0,,217.0,https://portalinmobiliario.com/MLC-1709045827-proyecto-terraza-costanera-departamento-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Amplio Departamento Paul Claudel,19800.0,"AMPLIO DEPARTAMENTO PAUL CLAUDEL, Parque Bicentenario, Vitacura",3.0,2.0,,269.0,https://portalinmobiliario.com/MLC-1626252279-amplio-departamento-paul-claudel-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Bajó De Precio Departamento En Venta De 3 Dorm. En Vitacura,11400.0,"Estadio Manquehue, Pío XI, Vitacura",3.0,3.0,,174.0,https://portalinmobiliario.com/MLC-1645786589-bajo-de-precio-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Arriendo De 4 Dorm. En Vitacura,13250.0,"TABANCURA, Tabancura, Vitacura",4.0,4.0,,200.0,https://portalinmobiliario.com/MLC-3249316792-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 4 Dorm. En Vitacura,20550.0,"Lo Recabarren / Sagaro., Santa María De Manquehue, Vitacura",4.0,4.0,,186.0,https://portalinmobiliario.com/MLC-1576558901-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Depto/venta/ 3 Dorm+taller /novación Cae 3,68 !!vitacura",12900.0,"Clínica Alemana / Parque Arauco / Colegio Alemám, Estadio Manquehue, Vitacura",3.0,3.0,,117.0,https://portalinmobiliario.com/MLC-1645799551-deptoventa-3-dormtaller-novacion-cae-368-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 2 Dorm. En Vitacura,8300.0,"Lo Matta / Tupungato, La Llavería, Vitacura",2.0,2.0,,85.0,https://portalinmobiliario.com/MLC-1681793579-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento Venta 2d/2 Suite/3b/estar/clínica Alemana,13990.0,"Camoens / Clínica Alemana / Manquehue, Nuestra Señora Del Rosario, Vitacura",2.0,3.0,,115.0,https://portalinmobiliario.com/MLC-2910197478-departamento-venta-2d2-suite3bestarclinica-alemana-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 3 Dorm. + Servicios En Vitacura,12800.0,"Kennedy, Pío XI, Vitacura",3.0,4.0,,221.0,https://portalinmobiliario.com/MLC-1645968429-departamento-en-venta-de-3-dorm-servicios-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Alianza Francesa: Vista Despejada Y Gran Terraza,13200.0,"Candelaria Goyenechea, Jardín Del Este, Vitacura",4.0,3.0,,130.0,https://portalinmobiliario.com/MLC-2849646914-alianza-francesa-vista-despejada-y-gran-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta De 5 Dorm. En Vitacura,12500.0,"Las Nieves / Paul Claudel, Parque Bicentenario, Vitacura",5.0,3.0,,147.0,https://portalinmobiliario.com/MLC-1674884853-departamento-en-venta-de-5-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Exclusivo Condominio/ Sta María Manquehue,44900.0,"DEPARTAMENTO EN EXCLUSIVO CONDOMINIO/ STA MARÍA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,3.0,,330.0,https://portalinmobiliario.com/MLC-2964535204-departamento-en-exclusivo-condominio-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Carolina Rabat,30000.0,"CAROLINA RABAT, Santa María De Manquehue, Vitacura",4.0,3.0,,294.0,https://portalinmobiliario.com/MLC-3123475664-carolina-rabat-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Exclusivo Depto Remodelado Via Blanca / Luis Pasteur,29000.0,"EXCLUSIVO DEPTO REMODELADO VIA BLANCA / LUIS PASTEUR, Santa María De Manquehue, Vitacura",3.0,3.0,,260.0,https://portalinmobiliario.com/MLC-3108069290-exclusivo-depto-remodelado-via-blanca-luis-pasteur-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Duplex Con Jardín En Vitacura, 5 Dormitorios,.",22000.0,"Candelaria Goyenecheaa, 3900 - 4200, Parque Bicentenario, Vitacura",5.0,4.0,,250.0,https://portalinmobiliario.com/MLC-1671307705-duplex-con-jardin-en-vitacura-5-dormitorios-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento Con Azotea Y Quincho Privado En Vitacura,26868.0,"Juan Agustín Alcalde, Vitacura, Parque Bicentenario, Vitacura",3.0,3.0,,137.0,https://portalinmobiliario.com/MLC-3056148328-departamento-con-azotea-y-quincho-privado-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento Con Terraza Privada 3d 3b En Vitacura.,16199.0,"Miguel Comas Vitacura, Juan XXIII, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-3174043880-departamento-con-terraza-privada-3d-3b-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
Departamento En Venta Con Patio Privado 3d 4b En Vitacura,18131.0,"Miguel Comas Vitacura, Juan XXIII, Vitacura",3.0,4.0,,139.0,https://portalinmobiliario.com/MLC-3167646074-departamento-en-venta-con-patio-privado-3d-4b-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=2fceb0e8-e58a-4f64-9d4c-e6dbfda70bdc,
"Departamento En Venta De 2d, 3b. En Vitacura, Sin Comisión.",11498.0,"Lo Matta, Vitacura, La Llavería, Vitacura",2.0,3.0,,77.0,https://portalinmobiliario.com/MLC-3056187052-departamento-en-venta-de-2d-3b-en-vitacura-sin-comision-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Nuevo Departamento 3d 3b &#43; Patio Privado Y Sin Comisión,17370.0,"Pedro Luna, Clínica Alemana, Estadio Manquehue, Vitacura",3.0,3.0,,126.0,https://portalinmobiliario.com/MLC-3124500582-nuevo-departamento-3d-3b-43-patio-privado-y-sin-comision-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento Con Jardín Privado/ Carolina Rabat,20000.0,"CONDOMINIO CAROLINA RABAT, Santa María De Manquehue, Vitacura",4.0,3.0,,207.0,https://portalinmobiliario.com/MLC-1728332027-departamento-con-jardin-privado-carolina-rabat-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Precioso Penthouse Dúplex En Excelente Estado,35000.0,"ESPECTACULAR PENTHOUSE STA TERESA, Lo Curro, Vitacura",3.0,4.0,,290.0,https://portalinmobiliario.com/MLC-2892294248-precioso-penthouse-duplex-en-excelente-estado-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Depto Con Jardín En Condominio Santa María De Manquehue,52500.0,"DEPTO CON JARDÍN EN CONDOMINIO SANTA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",4.0,5.0,,427.0,https://portalinmobiliario.com/MLC-2971864338-depto-con-jardin-en-condominio-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Espectacular Departamento A Pasos De Colegio San Benito,39900.0,"ESPECTACULAR DEPARTAMENTO A PASOS DE COLEGIO SAN BENITO, Santa María De Manquehue, Vitacura",5.0,5.0,,355.0,https://portalinmobiliario.com/MLC-2997850390-espectacular-departamento-a-pasos-de-colegio-san-benito-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Departamento En Venta En Vitacura Con Terraza,19400.0,"Parque Bicentenario, Av. Nueva Costanera, Parque Bicentenario, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-3182268246-departamento-en-venta-en-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Parque Antonio Rabat/ Colegio San Benito,27100.0,"PARQUE ANTONIO RABAT/ COLEGIO SAN BENITO, Santa María De Manquehue, Vitacura",3.0,4.0,,233.0,https://portalinmobiliario.com/MLC-3108185816-parque-antonio-rabat-colegio-san-benito-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Sta Maria Manquehue/ Colegio San Benito,30000.0,"STA MARIA MANQUEHUE/ COLEGIO SAN BENITO, Santa María De Manquehue, Vitacura",3.0,4.0,,240.0,https://portalinmobiliario.com/MLC-2905061288-sta-maria-manquehue-colegio-san-benito-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
¡nuevo Departamento 3d 3b Azotea Independiente Y Sin Comisió,17147.0,"Pedro Luna Clinica Alemana, Juan XXIII, Vitacura",3.0,3.0,,125.0,https://portalinmobiliario.com/MLC-3056238830-nuevo-departamento-3d-3b-azotea-independiente-y-sin-comisio-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Espectacular Penthouse Santa María De Manquehue Vista Norte,39000.0,"ESPECTACULAR PENTHOUSE SANTA MARÍA DE MANQUEHUE VISTA NORTE, Santa María De Manquehue, Vitacura",4.0,4.0,,290.0,https://portalinmobiliario.com/MLC-1716171287-espectacular-penthouse-santa-maria-de-manquehue-vista-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Polo Golf/ Sta Maria Manquehue,30900.0,"POLO GOLF/ STA MARIA MANQUEHUE, Santa María De Manquehue, Vitacura",3.0,4.0,,273.0,https://portalinmobiliario.com/MLC-3225217428-polo-golf-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Depto Cerca De Colegio San Benito -santa María De Manquehue,46000.0,"DEPTO CERCA DE COLEGIO SAN BENITO -SANTA MARÍA DE MANQUEHUE, Santa María De Manquehue, Vitacura",4.0,6.0,,360.0,https://portalinmobiliario.com/MLC-2932760482-depto-cerca-de-colegio-san-benito-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Carolina Rabat,22800.0,"CAROLINA RABAT, Santa María De Manquehue, Vitacura",3.0,4.0,,260.0,https://portalinmobiliario.com/MLC-3108133810-carolina-rabat-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
Clinica Alemana / Gran Penthouse Nuevo,25000.0,"CLÍNICA ALEMANA / GRAN PENTHOUSE NUEVO, Juan XXIII, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1718582777-clinica-alemana-gran-penthouse-nuevo-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=3566dc60-3089-4406-b362-b88ffaff940f,
