title,price,location,bedrooms,bathrooms,surface_total,surface_useful,url,description
Departamento En Venta De 3 Dorm. En Vitacura,12950.0,"Lo Matta/Las Hualtatas, La Llavería, Vitacura",3.0,3.0,,112.0,https://portalinmobiliario.com/MLC-3116883590-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Impecable Dpto 3 Dorm En Sta María De Manquehue,19950.0,"Camino Agua Del Palo / Lo Recabarren / Carolina Rabat, Santa María De Manquehue, Vitacura",3.0,3.0,,150.0,https://portalinmobiliario.com/MLC-3141332532-impecable-dpto-3-dorm-en-sta-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Venta De 4 Dorm. En Vitacura,16400.0,"El Clonqui / Kennedy Lateral / Los Laureles, Parque Bicentenario, Vitacura",4.0,3.0,,240.0,https://portalinmobiliario.com/MLC-3059695070-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Venta De 2 Dorm. En Vitacura,8800.0,"Luis Carrera/Vitacura, Estadio Manquehue, Vitacura",2.0,2.0,,66.0,https://portalinmobiliario.com/MLC-3156528380-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Venta De 3 Dorm. En Vitacura,11300.0,"Santa María /Santa Teresa De Los Andes, Lo Curro, Vitacura",3.0,3.0,,147.0,https://portalinmobiliario.com/MLC-1717829589-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
"Perfectamente Remodelado, Moderno Y Elegante",19400.0,"Navidad / Alonso De Córdova, Parque Bicentenario, Vitacura",3.0,3.0,,233.0,https://portalinmobiliario.com/MLC-1694545531-perfectamente-remodelado-moderno-y-elegante-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
"Dpto 2 Dorm, 2 Baños, Impecable, Terraza, Sn Damian Vitacura",9900.0,"Las Hualtatas / San Damian, Tabancura, Vitacura",2.0,2.0,,76.0,https://portalinmobiliario.com/MLC-1674796021-dpto-2-dorm-2-banos-impecable-terraza-sn-damian-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Venta De 2 Dorm. En Vitacura,15900.0,"Fernando De Arguello - Geronimo Alderete, Villa El Dorado, Vitacura",2.0,3.0,,120.0,https://portalinmobiliario.com/MLC-1651938579-departamento-en-venta-de-2-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Venta De 3 Dorm. En Vitacura,12900.0,"Los Laureles/ Alonso De Córdova, Parque Bicentenario, Vitacura",3.0,2.0,,120.0,https://portalinmobiliario.com/MLC-1674757135-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
"Departamento De 350m2, Remodelado, En Kennedy",19500.0,"Parque Bicentenario, Vitacura",3.0,4.0,,314.0,https://portalinmobiliario.com/MLC-1608898401-departamento-de-350m2-remodelado-en-kennedy-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Venta De 4 Dorm. En Vitacura,17400.0,"Padre Roman/Manuela Cañas, Borde Río - Casa Piedra, Vitacura",4.0,4.0,,134.0,https://portalinmobiliario.com/MLC-1674848123-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
"Depto. Muy Moderno En Venta, 3 Dorm. Y Escritorio Vitacura",13500.0,"Vespucio Norte/ Espoz, Parque Bicentenario, Vitacura",3.0,3.0,,120.0,https://portalinmobiliario.com/MLC-1674731595-depto-muy-moderno-en-venta-3-dorm-y-escritorio-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento Con Un Estudio Independiente En El Nivel Calle.,24000.0,"Sta. María, Santa María De Manquehue, Vitacura",3.0,4.0,,235.0,https://portalinmobiliario.com/MLC-1622481675-departamento-con-un-estudio-independiente-en-el-nivel-calle-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento En Condominio Polo Golf,30500.0,"Santa María, Santa María De Manquehue, Vitacura",4.0,3.0,,263.0,https://portalinmobiliario.com/MLC-1537204161-departamento-en-condominio-polo-golf-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Departamento Nororiente Sector Nueva Costanera,21900.0,"Parque Bicentenario, Vitacura",4.0,4.0,,178.0,https://portalinmobiliario.com/MLC-2938151700-departamento-nororiente-sector-nueva-costanera-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Moderno Departamento Sport Frances,13800.0,"Mar Jónico, Estadio Croata, Vitacura",3.0,3.0,,94.0,https://portalinmobiliario.com/MLC-1570548755-moderno-departamento-sport-frances-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Oportunidad Departamento En Excelente Ubicación,15850.0,"Américo Vespucio Norte  D  Vitacura, Pío XI, Vitacura",3.0,4.0,,255.0,https://portalinmobiliario.com/MLC-1569608103-oportunidad-departamento-en-excelente-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=049b7d07-4140-499c-b68b-c331186b590c,
Penthouse Con Grandes Terrazas En Pedro Canisio,19500.0,"Pío XI, Vitacura",2.0,3.0,,133.0,https://portalinmobiliario.com/MLC-2931840656-penthouse-con-grandes-terrazas-en-pedro-canisio-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Central Departamento En Jardín Del Este,18950.0,"Espoz, Jardín Del Este, Vitacura",3.0,3.0,,220.0,https://portalinmobiliario.com/MLC-1618587047-central-departamento-en-jardin-del-este-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento A Pasos De Alonso De Córdova,17500.0,"Kennedy  D, Parque Bicentenario, Vitacura",3.0,3.0,,246.0,https://portalinmobiliario.com/MLC-1580929675-departamento-a-pasos-de-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento Ubicacion Luis Pasteur Con Gran Amplitud,15900.0,"Avenida Luis Pasteur, Estadio Manquehue, Vitacura",2.0,2.0,,216.0,https://portalinmobiliario.com/MLC-2865438738-departamento-ubicacion-luis-pasteur-con-gran-amplitud-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento En Vitacura. Oportunidad De Remodelación,8200.0,"Juan XXIII, Vitacura",3.0,2.0,,92.0,https://portalinmobiliario.com/MLC-2953625164-departamento-en-vitacura-oportunidad-de-remodelacion-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento Dúplex Con Jardín,27000.0,"Jardín Del Este, Vitacura",5.0,4.0,,280.0,https://portalinmobiliario.com/MLC-3225256680-departamento-duplex-con-jardin-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Vende Dúplex Con Jardín En Sector Del Polo,30000.0,"Almte. Acevedo, Borde Río - Casa Piedra, Vitacura",3.0,4.0,,220.0,https://portalinmobiliario.com/MLC-1593208003-vende-duplex-con-jardin-en-sector-del-polo-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento Remodelado En Barrio Las Nieves,13200.0,"Parque Bicentenario, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-2992146094-departamento-remodelado-en-barrio-las-nieves-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Amplio Departamento Con Vistas Despejadas,19000.0,"El Crepúsculo, Lo Curro, Vitacura",2.0,3.0,,213.0,https://portalinmobiliario.com/MLC-1516493165-amplio-departamento-con-vistas-despejadas-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento En Vitacura/ Los Acantos,12500.0,"Vitacura, Parque Bicentenario",3.0,3.0,,135.0,https://portalinmobiliario.com/MLC-1706992779-departamento-en-vitacura-los-acantos-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Oportunidad Los Acantos/las Nieves 2d+2b+ Estac+bd,7890.0,"Los Acantos, 900 - 1200, Parque Bicentenario, Vitacura",2.0,2.0,,84.0,https://portalinmobiliario.com/MLC-3197315828-oportunidad-los-acantoslas-nieves-2d2b-estacbd-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Luminoso Depto. En Venta Vista Despejada 3d-2e -vitacura,13900.0,"Alonso De Cordova, Parque Bicentenario, Vitacura",3.0,4.0,,130.0,https://portalinmobiliario.com/MLC-3138423984-luminoso-depto-en-venta-vista-despejada-3d-2e-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento En Venta De 4 Dorm. En Vitacura,18500.0,"Josemaría Escriva De Balaguer, La Llavería, Vitacura",4.0,4.0,,130.0,https://portalinmobiliario.com/MLC-1641617649-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Venta Exclusivo Departamento Vitacura 2d Servicio,10250.0,"Avenida Santa Maria, 9000 - 9300, Vitacura",3.0,3.0,,122.0,https://portalinmobiliario.com/MLC-3187909594-venta-exclusivo-departamento-vitacura-2d-servicio-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
"Vista, Espacio Y Ubicación En Un Solo Lugar",16800.0,"Las Fresas, 4200 - 4500, Pío XI, Vitacura",6.0,4.0,,226.0,https://portalinmobiliario.com/MLC-3208006852-vista-espacio-y-ubicacion-en-un-solo-lugar-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Amplio Y Luminoso Depto Con Vista Despejada,12490.0,"La Luma, 900 - 1200, Pío XI, Vitacura",4.0,3.0,,126.0,https://portalinmobiliario.com/MLC-1696255035-amplio-y-luminoso-depto-con-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento En Venta De 3 Dorm. En Vitacura,13200.0,"Alonso De Cordova, Parque Bicentenario, Vitacura",3.0,3.0,,142.0,https://portalinmobiliario.com/MLC-1684192501-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento En Venta De 3 Dorm. En Vitacura,17900.0,"Paul Claudel Con Av. Pdte. Kennedy, Parque Bicentenario, Vitacura",3.0,3.0,,266.0,https://portalinmobiliario.com/MLC-3117434610-departamento-en-venta-de-3-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
22855 - Vista Despejada / Santa María De Manquehue,29900.0,"Santa María De Manquehue, Vitacura",4.0,4.0,,293.0,https://portalinmobiliario.com/MLC-1678015119-22855-vista-despejada-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Excelente Departamento En Venta De 3 D Sta Maria Manquehue.,24000.0,"Sta Maria De Manquehue, Santa María De Manquehue, Vitacura",3.0,3.0,,240.0,https://portalinmobiliario.com/MLC-1702913879-excelente-departamento-en-venta-de-3-d-sta-maria-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento Las Nieves Vitacura,10490.0,"Vitacura, Parque Bicentenario",4.0,3.0,,115.0,https://portalinmobiliario.com/MLC-3198409438-departamento-las-nieves-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Nuevo Precio / Duplex Remodelado / Finas Terminaciones,26600.0,"NUEVO PRECIO / DUPLEX REMODELADO / FINAS TERMINACIONES, Parque Bicentenario, Vitacura",4.0,4.0,,240.0,https://portalinmobiliario.com/MLC-2966423658-nuevo-precio-duplex-remodelado-finas-terminaciones-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Gran Depto Espoz - Alianza Francesa 4d|5b|3est,18500.0,"Espoz, 1 - 300, Jardín Del Este, Vitacura",4.0,5.0,,193.0,https://portalinmobiliario.com/MLC-1689197063-gran-depto-espoz-alianza-francesa-4d5b3est-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Venta Dpto 2dorm 2baños 2estac/1bodega - C. Alemana Vitacura,9400.0,"Luis Carrera / Las Hualtatas - Clinica Alemana, Estadio Manquehue, Vitacura",2.0,2.0,,78.0,https://portalinmobiliario.com/MLC-1686941681-venta-dpto-2dorm-2banos-2estac1bodega-c-alemana-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Departamento En Venta De 4 Dorm. En Vitacura,16900.0,"NUEVA COSTANERA/ PARQUE URSULINAS, Parque Bicentenario, Vitacura",4.0,4.0,,145.0,https://portalinmobiliario.com/MLC-3114558702-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
"Piso Con Luminosidad, Excelente Ubicacion",11500.0,"Avenida Presidente Kennedy Lateral ,, Pío XI, Vitacura",4.0,3.0,,140.0,https://portalinmobiliario.com/MLC-2903628400-piso-con-luminosidad-excelente-ubicacion-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
"Departamento En Venta , Santa María  Vitacura",25000.0,"Sta. María 8710, Departamento 1 - 300, Lo Curro, Vitacura",5.0,5.0,,330.0,https://portalinmobiliario.com/MLC-2744404768-departamento-en-venta-santa-maria-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
"Departamento En Venta , Nilo Azul, Los Castaños, Vitacura",14850.0,"Nilo Azul 1820, Vitacura, Estadio Croata, Vitacura",3.0,3.0,,136.0,https://portalinmobiliario.com/MLC-2903717330-departamento-en-venta-nilo-azul-los-castanos-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Oportunidad !! Departamento En Venta De 4 Dorm. En Vitacura,11500.0,"Luis Carrera Las Hualtatas, Pío XI, Vitacura",4.0,3.0,,116.0,https://portalinmobiliario.com/MLC-1696307785-oportunidad-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Moderno: Pueblo Del Ingles / Camoens / Walter Scott,15000.0,"Vista Despejada / Pueblo Del Inglés, Nuestra Señora Del Rosario, Vitacura",3.0,3.0,,115.0,https://portalinmobiliario.com/MLC-1692118991-moderno-pueblo-del-ingles-camoens-walter-scott-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Penthouse Moderno: Lo Curro Bajo,25100.0,"Penthouse /Gran Terraza En Azotea / Lo Curro Bajo, Lo Curro, Vitacura",3.0,4.0,,200.0,https://portalinmobiliario.com/MLC-1692171929-penthouse-moderno-lo-curro-bajo-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
"En Condominio, Remodelado, Colegio Manquehue",10500.0,"Colegio Manquehue, Escrivá De Balaguer, La Llavería, Vitacura",4.0,3.0,,111.0,https://portalinmobiliario.com/MLC-1684252357-en-condominio-remodelado-colegio-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Moderno Departamento Duplex Vitacura Rebajado!,12600.0,"Estadio Croata, Vitacura",2.0,2.0,,130.0,https://portalinmobiliario.com/MLC-1616375185-moderno-departamento-duplex-vitacura-rebajado-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Exclusivo Departamento: Vista Panorámica Al Sport Francés,32500.0,"Sport Francés: Vista A Las Canchas, Juan XXIII, Vitacura",3.0,5.0,,273.0,https://portalinmobiliario.com/MLC-2884861902-exclusivo-departamento-vista-panoramica-al-sport-frances-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
En Condominio: Vía Aurora - Lo Curro,25700.0,"En Condominio: Vía Aurora, Lo Curro, Lo Curro, Vitacura",6.0,7.0,,457.0,https://portalinmobiliario.com/MLC-3138670230-en-condominio-via-aurora-lo-curro-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
En Condominio: Jardín Del Este / Espoz,19400.0,"Jardín Del Este / Espoz, Jardín Del Este, Vitacura",3.0,4.0,,185.0,https://portalinmobiliario.com/MLC-1681459479-en-condominio-jardin-del-este-espoz-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
"Remodelado, Alonso De Córdova - Kennedy",14000.0,"Vitacura Con Alonso De Córdova, Parque Bicentenario, Vitacura",3.0,3.0,,160.0,https://portalinmobiliario.com/MLC-3185686764-remodelado-alonso-de-cordova-kennedy-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Luis Carrera / Las Hualtatas,13200.0,"Luis Carrera / Las Hualtatas, Pío XI, Vitacura",3.0,4.0,,150.0,https://portalinmobiliario.com/MLC-2991393464-luis-carrera-las-hualtatas-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Amplio Con Vista Despejada En Vitacura,14950.0,"Costanera Sur / San Damián, Tabancura, Vitacura",4.0,4.0,,144.0,https://portalinmobiliario.com/MLC-3100841704-amplio-con-vista-despejada-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Subida Santa Teresa / Vista Despejada A Santiago,26000.0,"Santa Teresita: Increíble Vista, Lo Curro, Vitacura",4.0,4.0,,460.0,https://portalinmobiliario.com/MLC-2884732860-subida-santa-teresa-vista-despejada-a-santiago-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
El Matico / Alonso De Córdova,12900.0,"Alonso De Cordova / El Matico, Parque Bicentenario, Vitacura",3.0,3.0,,120.0,https://portalinmobiliario.com/MLC-3100733908-el-matico-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Moderno: Lo Curro / Via Aurora,19500.0,"Moderno Lo Curro: Via Aurora, Lo Curro, Vitacura",3.0,3.0,,186.0,https://portalinmobiliario.com/MLC-3108850914-moderno-lo-curro-via-aurora-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Oportunidad! Ultimo Precio!! 3 Dorm &#43; Estar,12980.0,"Candelaria Goyenechea/ Bartolomé De Las Casas, Jardín Del Este, Vitacura",3.0,3.0,,131.0,https://portalinmobiliario.com/MLC-3059615882-oportunidad-ultimo-precio-3-dorm-43-estar-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
Tu Hogar Ideal En Vitacura: Espacio Y Lujo,14990.0,"Av. Americo Vespucio Norte, 1200 - 1500, Parque Bicentenario, Vitacura",3.0,4.0,,253.0,https://portalinmobiliario.com/MLC-3198353882-tu-hogar-ideal-en-vitacura-espacio-y-lujo-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=9da47e80-4d80-407d-b4e3-cc604e5541a5,
